,age,workclass,education,maritalstatus,occupation,relationship,race,sex,capitalgain,capitalloss,hoursperweek,nativecountry,over50k
25441,46, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Black, Male,0,0,40, United-States, >50K
25442,21, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,8, United-States, <=50K
25443,41, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,70, United-States, >50K
25444,30, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,70, United-States, >50K
25445,66, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, United-States, <=50K
25446,37, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
25447,74, State-gov, 7th-8th, Widowed, Handlers-cleaners, Not-in-family, White, Female,0,0,20, United-States, <=50K
25448,46, State-gov, Some-college, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,70, United-States, >50K
25449,51, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,50, United-States, >50K
25450,33, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,50, United-States, >50K
25451,30, Private, 5th-6th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,3464,0,40, Mexico, <=50K
25452,47, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
25453,49, Private, Bachelors, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
25454,53, Private, HS-grad, Divorced, Craft-repair, Unmarried, Black, Female,0,0,48, United-States, <=50K
25455,24, Private, Assoc-voc, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
25456,54, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
25457,32, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
25458,45, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, <=50K
25459,46, Self-emp-inc, HS-grad, Married-spouse-absent, Farming-fishing, Not-in-family, White, Male,3325,0,45, United-States, <=50K
25460,37, State-gov, Some-college, Divorced, Other-service, Not-in-family, White, Male,0,0,65, United-States, <=50K
25461,48, State-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,61, United-States, >50K
25462,25, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
25463,28, ?, HS-grad, Married-civ-spouse, ?, Wife, White, Female,3103,0,20, United-States, <=50K
25464,44, ?, 12th, Separated, ?, Not-in-family, White, Female,0,0,36, Puerto-Rico, <=50K
25465,58, ?, Some-college, Married-civ-spouse, ?, Husband, Black, Male,0,0,30, United-States, <=50K
25466,27, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
25467,69, Private, HS-grad, Widowed, Adm-clerical, Unmarried, White, Male,0,0,8, United-States, <=50K
25468,38, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,52, United-States, >50K
25469,47, Private, 12th, Never-married, Adm-clerical, Other-relative, Black, Female,0,0,40, United-States, <=50K
25470,30, Self-emp-not-inc, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,60, United-States, <=50K
25471,46, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,3674,0,30, United-States, <=50K
25472,27, Private, Prof-school, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, <=50K
25473,19, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,35, United-States, <=50K
25474,18, Private, HS-grad, Married-civ-spouse, Priv-house-serv, Not-in-family, White, Female,3103,0,40, United-States, <=50K
25475,24, Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
25476,32, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
25477,38, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, United-States, <=50K
25478,19, Private, Preschool, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,36, Hong, <=50K
25479,28, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
25480,39, Local-gov, Masters, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,55, United-States, <=50K
25481,38, Self-emp-not-inc, Some-college, Separated, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,60, Japan, <=50K
25482,42, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,0,40, United-States, >50K
25483,31, Private, Some-college, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States, >50K
25484,46, Private, 9th, Separated, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Ireland, <=50K
25485,53, Private, Some-college, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,54, United-States, <=50K
25486,21, Private, Assoc-acdm, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,15, United-States, <=50K
25487,48, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
25488,46, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Female,3103,0,52, United-States, >50K
25489,30, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, <=50K
25490,24, Private, HS-grad, Never-married, Adm-clerical, Other-relative, Black, Male,0,0,40, Jamaica, <=50K
25491,32, Private, 10th, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
25492,30, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
25493,57, State-gov, Doctorate, Divorced, Prof-specialty, Unmarried, White, Female,0,0,50, United-States, <=50K
25494,56, Private, 7th-8th, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
25495,27, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,37, United-States, <=50K
25496,38, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Iran, <=50K
25497,19, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
25498,61, Self-emp-not-inc, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, United-States, >50K
25499,49, Private, Assoc-voc, Divorced, Tech-support, Unmarried, White, Female,0,0,40, United-States, <=50K
25500,28, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,38, United-States, <=50K
25501,50, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,55, United-States, >50K
25502,43, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,84, United-States, >50K
25503,34, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, Black, Female,0,0,48, United-States, <=50K
25504,28, Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
25505,31, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
25506,55, Private, HS-grad, Widowed, Machine-op-inspct, Unmarried, Black, Female,0,0,44, United-States, <=50K
25507,26, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,45, United-States, >50K
25508,51, Local-gov, Doctorate, Married-civ-spouse, Prof-specialty, Wife, Black, Female,0,0,40, United-States, >50K
25509,35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
25510,42, Private, Assoc-acdm, Married-spouse-absent, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,31, Laos, <=50K
25511,63, ?, Doctorate, Married-civ-spouse, ?, Husband, White, Male,0,0,12, United-States, <=50K
25512,31, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,30, United-States, <=50K
25513,22, Local-gov, HS-grad, Never-married, Farming-fishing, Own-child, White, Male,0,0,20, United-States, <=50K
25514,67, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male,0,0,60, United-States, <=50K
25515,50, ?, 9th, Married-civ-spouse, ?, Husband, White, Male,0,0,50, United-States, <=50K
25516,63, Private, HS-grad, Widowed, Other-service, Unmarried, White, Female,0,0,24, United-States, <=50K
25517,31, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
25518,17, Private, 11th, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
25519,41, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, United-States, <=50K
25520,53, Local-gov, 7th-8th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,38, United-States, <=50K
25521,44, Local-gov, Some-college, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,99, United-States, <=50K
25522,24, Private, Bachelors, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
25523,35, Private, Assoc-voc, Divorced, Tech-support, Own-child, White, Male,0,0,35, United-States, <=50K
25524,61, Private, Some-college, Married-civ-spouse, Tech-support, Wife, White, Female,0,0,40, United-States, >50K
25525,31, Private, Assoc-acdm, Never-married, Prof-specialty, Other-relative, Asian-Pac-Islander, Female,0,0,40, Philippines, <=50K
25526,44, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,5178,0,40, United-States, >50K
25527,56, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,36, United-States, >50K
25528,66, Private, Assoc-acdm, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
25529,45, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Vietnam, <=50K
25530,69, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,20051,0,45, United-States, >50K
25531,64, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
25532,38, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,36, United-States, >50K
25533,43, Local-gov, Some-college, Separated, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, <=50K
25534,37, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,49, United-States, <=50K
25535,19, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,16, United-States, <=50K
25536,59, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
25537,50, Federal-gov, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
25538,33, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
25539,56, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,45, United-States, >50K
25540,28, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
25541,27, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,34, United-States, <=50K
25542,34, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
25543,19, Private, 11th, Never-married, Sales, Own-child, White, Male,0,0,30, United-States, <=50K
25544,68, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
25545,28, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,38, United-States, >50K
25546,81, ?, Some-college, Widowed, ?, Unmarried, White, Female,0,0,4, United-States, <=50K
25547,22, Self-emp-not-inc, HS-grad, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, United-States, <=50K
25548,58, Private, Assoc-acdm, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
25549,31, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,25, United-States, <=50K
25550,17, Local-gov, 11th, Never-married, Protective-serv, Own-child, White, Male,0,0,30, United-States, <=50K
25551,25, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Male,10520,0,50, United-States, >50K
25552,23, Private, Some-college, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,23, United-States, <=50K
25553,25, Private, 12th, Never-married, Other-service, Other-relative, White, Male,0,0,40, United-States, <=50K
25554,47, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
25555,39, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,60, United-States, >50K
25556,44, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
25557,46, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
25558,38, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,35, United-States, <=50K
25559,23, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,30, United-States, <=50K
25560,34, Private, Bachelors, Married-spouse-absent, Prof-specialty, Not-in-family, White, Female,0,0,35, United-States, <=50K
25561,33, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, >50K
25562,38, Private, HS-grad, Widowed, Other-service, Unmarried, White, Female,0,0,20, United-States, <=50K
25563,52, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
25564,50, Private, HS-grad, Divorced, Sales, Not-in-family, White, Female,0,0,33, United-States, <=50K
25565,38, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,2444,45, United-States, >50K
25566,35, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
25567,67, Self-emp-not-inc, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,10605,0,35, United-States, >50K
25568,60, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,7688,0,40, United-States, >50K
25569,44, Private, HS-grad, Never-married, Sales, Other-relative, White, Female,0,0,15, United-States, <=50K
25570,38, Self-emp-not-inc, HS-grad, Divorced, Farming-fishing, Own-child, White, Male,0,0,50, United-States, <=50K
25571,29, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
25572,65, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,5556,0,50, United-States, >50K
25573,33, Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
25574,29, ?, HS-grad, Never-married, ?, Not-in-family, White, Male,0,0,40, United-States, <=50K
25575,18, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,30, United-States, <=50K
25576,43, Private, Prof-school, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
25577,42, Private, Assoc-voc, Divorced, Exec-managerial, Own-child, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
25578,42, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
25579,32, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,30, United-States, <=50K
25580,36, Private, Assoc-acdm, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
25581,41, State-gov, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
25582,30, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
25583,21, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,35, United-States, <=50K
25584,33, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, United-States, >50K
25585,19, ?, Some-college, Never-married, ?, Own-child, White, Male,0,0,15, United-States, <=50K
25586,19, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,25, United-States, <=50K
25587,35, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
25588,43, Private, HS-grad, Divorced, Tech-support, Unmarried, Black, Female,0,0,35, United-States, <=50K
25589,45, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,24, United-States, <=50K
25590,25, Private, Bachelors, Never-married, Exec-managerial, Own-child, Black, Male,0,0,50, United-States, <=50K
25591,39, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
25592,26, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
25593,60, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,10, United-States, <=50K
25594,52, Local-gov, Doctorate, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States, >50K
25595,22, Private, 12th, Never-married, Transport-moving, Unmarried, White, Male,0,0,30, United-States, <=50K
25596,23, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
25597,46, Private, HS-grad, Married-civ-spouse, Other-service, Wife, White, Female,0,0,40, United-States, <=50K
25598,34, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,30, United-States, <=50K
25599,39, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
25600,38, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
25601,56, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,25, United-States, <=50K
25602,55, Federal-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
25603,40, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, White, Female,7688,0,40, United-States, >50K
25604,23, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
25605,39, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
25606,24, Private, Bachelors, Married-civ-spouse, Sales, Husband, Black, Male,0,0,30, United-States, <=50K
25607,51, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
25608,47, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Cuba, >50K
25609,25, Self-emp-not-inc, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,50, United-States, <=50K
25610,34, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,55, United-States, >50K
25611,18, Private, 11th, Never-married, Sales, Own-child, Black, Female,0,1602,20, United-States, <=50K
25612,19, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Female,0,0,28, United-States, <=50K
25613,32, Private, Some-college, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
25614,49, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
25615,40, ?, 7th-8th, Separated, ?, Not-in-family, White, Female,0,0,8, United-States, <=50K
25616,43, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,55, United-States, <=50K
25617,71, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,40, United-States, >50K
25618,59, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
25619,32, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States, >50K
25620,25, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
25621,32, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Ireland, <=50K
25622,17, Private, 11th, Never-married, Handlers-cleaners, Not-in-family, Black, Female,0,0,15, United-States, <=50K
25623,57, Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States, >50K
25624,17, Self-emp-not-inc, 12th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,15, United-States, <=50K
25625,27, Private, Bachelors, Never-married, Tech-support, Own-child, Asian-Pac-Islander, Female,0,0,40, Philippines, <=50K
25626,41, Local-gov, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
25627,62, ?, Doctorate, Married-civ-spouse, ?, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
25628,19, Private, 11th, Never-married, Sales, Not-in-family, White, Female,0,0,25, United-States, <=50K
25629,41, Private, 5th-6th, Divorced, Other-service, Unmarried, White, Female,0,0,40, Puerto-Rico, <=50K
25630,39, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, >50K
25631,30, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
25632,37, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
25633,18, Private, 11th, Never-married, Adm-clerical, Own-child, White, Female,0,0,15, United-States, <=50K
25634,40, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, >50K
25635,38, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,1485,60, Cuba, >50K
25636,24, Private, HS-grad, Never-married, Sales, Other-relative, White, Male,0,0,40, United-States, <=50K
25637,33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
25638,48, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
25639,51, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
25640,48, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
25641,43, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
25642,34, Private, Prof-school, Never-married, Exec-managerial, Own-child, White, Male,0,0,50, United-States, <=50K
25643,41, Private, Assoc-voc, Separated, Craft-repair, Not-in-family, White, Male,0,0,30, United-States, <=50K
25644,51, Self-emp-inc, Prof-school, Divorced, Prof-specialty, Not-in-family, White, Male,27828,0,60, United-States, >50K
25645,25, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
25646,20, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,50, United-States, <=50K
25647,61, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,2829,0,45, United-States, <=50K
25648,35, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,70, United-States, <=50K
25649,42, Local-gov, Masters, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
25650,26, Local-gov, HS-grad, Never-married, Other-service, Other-relative, White, Male,0,0,16, United-States, <=50K
25651,46, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,50, United-States, <=50K
25652,39, State-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K
25653,18, ?, 10th, Never-married, ?, Own-child, White, Male,0,0,40, United-States, <=50K
25654,29, Private, Some-college, Never-married, Sales, Own-child, Black, Male,0,0,80, United-States, <=50K
25655,39, Private, Some-college, Married-spouse-absent, Craft-repair, Unmarried, White, Male,0,0,40, United-States, >50K
25656,47, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
25657,40, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
25658,43, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
25659,32, Private, HS-grad, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
25660,31, Private, 10th, Divorced, Sales, Other-relative, White, Female,0,0,40, United-States, <=50K
25661,19, ?, Some-college, Never-married, ?, Own-child, White, Male,0,0,35, United-States, <=50K
25662,44, Federal-gov, Assoc-acdm, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
25663,46, Local-gov, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
25664,53, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
25665,43, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
25666,41, State-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
25667,35, Private, HS-grad, Widowed, Other-service, Unmarried, Black, Male,0,0,40, United-States, <=50K
25668,48, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, <=50K
25669,28, State-gov, Masters, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States, <=50K
25670,44, Private, Bachelors, Widowed, Prof-specialty, Unmarried, White, Female,0,0,32, United-States, <=50K
25671,20, ?, Some-college, Never-married, ?, Own-child, White, Female,0,0,40, United-States, <=50K
25672,51, Local-gov, Prof-school, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
25673,28, Private, HS-grad, Never-married, Transport-moving, Unmarried, White, Male,0,0,50, United-States, <=50K
25674,36, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,0,0,60, United-States, <=50K
25675,28, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,35, United-States, <=50K
25676,21, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
25677,34, ?, Bachelors, Married-civ-spouse, ?, Husband, White, Male,0,0,30, United-States, <=50K
25678,36, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
25679,25, ?, Assoc-acdm, Never-married, ?, Own-child, White, Female,0,0,80, United-States, <=50K
25680,31, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,43, United-States, <=50K
25681,44, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, <=50K
25682,49, Local-gov, 11th, Divorced, Handlers-cleaners, Unmarried, White, Male,0,0,40, United-States, <=50K
25683,40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
25684,64, Federal-gov, Doctorate, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, China, >50K
25685,54, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,7688,0,40, United-States, >50K
25686,27, Private, Some-college, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,55, South, <=50K
25687,18, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
25688,68, Private, 9th, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,44, United-States, <=50K
25689,64, Private, Doctorate, Widowed, Prof-specialty, Not-in-family, White, Male,0,0,80, United-States, >50K
25690,36, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
25691,21, Private, HS-grad, Never-married, Farming-fishing, Own-child, White, Male,0,0,24, United-States, <=50K
25692,22, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,30, United-States, <=50K
25693,61, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
